Provider Id,Provider Name,Provider City,Provider State,Provider Zip Code,DRG Definition,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
330059,Montefiore Medical Center,Bronx,NY,10467,917 - POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,23,156673.17391,25143.086957,20163.869565
330059,Montefiore Medical Center,Bronx,NY,10467,919 - COMPLICATIONS OF TREATMENT WITH MCC,22,132263.54545,26213.227273,19702.136364
330059,Montefiore Medical Center,Bronx,NY,10467,920 - COMPLICATIONS OF TREATMENT WITH CC,16,100608.625,18164.75,11483.25
330059,Montefiore Medical Center,Bronx,NY,10467,947 - SIGNS AND SYMPTOMS WITH MCC,19,129325.42105,19833.684211,13918.947368
330059,Montefiore Medical Center,Bronx,NY,10467,948 - SIGNS AND SYMPTOMS WITHOUT MCC,44,83395.636364,12956.636364,9329.2045455
330059,Montefiore Medical Center,Bronx,NY,10467,974 - HIV WITH MAJOR RELATED CONDITION WITH MCC,24,227900.16667,44512.375,37818.458333
330059,Montefiore Medical Center,Bronx,NY,10467,981 - EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,38,370868.10526,69066.842105,49963.868421
330059,Montefiore Medical Center,Bronx,NY,10467,987 - NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,17,309506.64706,47899.294118,41435.529412
330059,Montefiore Medical Center,Bronx,NY,10467,988 - NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,15,156794.8,23837.2,19615.2
330065,Niagara Falls Memorial Medical Center,Niagara Falls,NY,14302,177 - RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,18,15834.0,16645.444444,15004.944444
330065,Niagara Falls Memorial Medical Center,Niagara Falls,NY,14302,189 - PULMONARY EDEMA AND RESPIRATORY FAILURE,12,22126.166667,10829.0,8049.9166667
330065,Niagara Falls Memorial Medical Center,Niagara Falls,NY,14302,194 - SIMPLE PNEUMONIA AND PLEURISY WITH CC,11,14220.272727,7571.5454545,5027.7272727
330065,Niagara Falls Memorial Medical Center,Niagara Falls,NY,14302,291 - HEART FAILURE AND SHOCK WITH MCC,12,18412.25,10530.583333,9522.0833333
330065,Niagara Falls Memorial Medical Center,Niagara Falls,NY,14302,885 - PSYCHOSES,96,26547.958333,11788.78125,9746.375
330073,United Memorial Medical Center,Batavia,NY,14020,177 - RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,32,27162.375,14741.5625,13026.28125
330073,United Memorial Medical Center,Batavia,NY,14020,178 - RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,13,16444.076923,9222.4615385,7983.8461538
330073,United Memorial Medical Center,Batavia,NY,14020,189 - PULMONARY EDEMA AND RESPIRATORY FAILURE,27,29101.518519,8843.9259259,7907.7407407
330073,United Memorial Medical Center,Batavia,NY,14020,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,14,17702.857143,7739.7857143,6516.0714286
330073,United Memorial Medical Center,Batavia,NY,14020,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,11,17384.0,6417.6363636,5039.5454545
330073,United Memorial Medical Center,Batavia,NY,14020,193 - SIMPLE PNEUMONIA AND PLEURISY WITH MCC,14,18664.571429,9375.2142857,8252.3571429
330073,United Memorial Medical Center,Batavia,NY,14020,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",14,12529.642857,10269.357143,7966.5
330073,United Memorial Medical Center,Batavia,NY,14020,291 - HEART FAILURE AND SHOCK WITH MCC,69,18649.26087,9457.7246377,7983.5072464
330073,United Memorial Medical Center,Batavia,NY,14020,378 - GASTROINTESTINAL HEMORRHAGE WITH CC,12,20060.25,7212.5833333,6164.6666667
330073,United Memorial Medical Center,Batavia,NY,14020,"392 - ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",11,13146.636364,6338.0,4145.5454545
330073,United Memorial Medical Center,Batavia,NY,14020,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,11,15951.818182,7062.5454545,5595.0909091
330073,United Memorial Medical Center,Batavia,NY,14020,481 - HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,12,31897.5,14746.833333,13304.416667
330073,United Memorial Medical Center,Batavia,NY,14020,603 - CELLULITIS WITHOUT MCC,21,17242.952381,6552.2380952,5028.3809524
330073,United Memorial Medical Center,Batavia,NY,14020,638 - DIABETES WITH CC,16,16571.8125,6655.0,5331.25
330073,United Memorial Medical Center,Batavia,NY,14020,"640 - MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",12,20956.833333,8796.0833333,7112.4166667
330073,United Memorial Medical Center,Batavia,NY,14020,"641 - MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",27,14650.740741,5704.9259259,4835.962963
330073,United Memorial Medical Center,Batavia,NY,14020,683 - RENAL FAILURE WITH CC,13,14596.692308,6476.7692308,4393.1538462
330073,United Memorial Medical Center,Batavia,NY,14020,690 - KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,17,12229.647059,6002.3529412,4206.2352941
330073,United Memorial Medical Center,Batavia,NY,14020,698 - OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,13,15988.307692,11530.384615,10492.461538
330073,United Memorial Medical Center,Batavia,NY,14020,871 - SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,138,30734.398551,14768.268116,12952.014493
330073,United Memorial Medical Center,Batavia,NY,14020,872 - SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,33,14600.636364,7748.7272727,6286.6969697
330073,United Memorial Medical Center,Batavia,NY,14020,"895 - ALCOHOL, DRUG ABUSE OR DEPENDENCE WITH REHABILITATION THERAPY",15,24049.733333,11411.8,9917.9333333
330074,F F Thompson Hospital,Canandaigua,NY,14424,65 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,15,20250.466667,6040.8666667,4077.2
330074,F F Thompson Hospital,Canandaigua,NY,14424,71 - NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC,13,17400.307692,6386.2307692,4375.6153846
330074,F F Thompson Hospital,Canandaigua,NY,14424,177 - RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,55,21032.181818,12886.018182,11140.345455
330074,F F Thompson Hospital,Canandaigua,NY,14424,178 - RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,11,13178.272727,7905.6363636,6915.4545455
330074,F F Thompson Hospital,Canandaigua,NY,14424,189 - PULMONARY EDEMA AND RESPIRATORY FAILURE,26,13690.307692,7380.7692308,6136.7307692
330074,F F Thompson Hospital,Canandaigua,NY,14424,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,12,9419.75,6338.0,5300.6666667
330074,F F Thompson Hospital,Canandaigua,NY,14424,193 - SIMPLE PNEUMONIA AND PLEURISY WITH MCC,34,17300.441176,8313.8823529,7105.8235294
330074,F F Thompson Hospital,Canandaigua,NY,14424,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",13,17593.615385,9375.0769231,8178.1538462
330074,F F Thompson Hospital,Canandaigua,NY,14424,291 - HEART FAILURE AND SHOCK WITH MCC,48,12869.416667,7500.7083333,6464.875
330074,F F Thompson Hospital,Canandaigua,NY,14424,378 - GASTROINTESTINAL HEMORRHAGE WITH CC,16,14080.875,5826.9375,4659.9375
330074,F F Thompson Hospital,Canandaigua,NY,14424,"392 - ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",14,12618.428571,5553.3571429,2906.7857143
330074,F F Thompson Hospital,Canandaigua,NY,14424,"640 - MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",20,19170.85,8881.8,7640.6
330074,F F Thompson Hospital,Canandaigua,NY,14424,"641 - MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",21,10504.809524,4483.1904762,3594.047619
330074,F F Thompson Hospital,Canandaigua,NY,14424,689 - KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,11,11765.909091,6650.7272727,5519.0909091
330074,F F Thompson Hospital,Canandaigua,NY,14424,690 - KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,12,12362.416667,4771.75,3475.0833333
330074,F F Thompson Hospital,Canandaigua,NY,14424,853 - INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,23,66598.521739,34879.434783,33492.608696
330074,F F Thompson Hospital,Canandaigua,NY,14424,871 - SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,105,25170.057143,11955.295238,10230.666667
330074,F F Thompson Hospital,Canandaigua,NY,14424,872 - SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,25,12426.4,6842.12,4060.12
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,177 - RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,50,26949.92,17481.98,15492.52
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,178 - RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,11,37455.818182,19680.181818,15177.181818
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,16,35332.1875,10829.8125,8777.9375
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,11,21080.727273,6718.4545455,5290.1818182
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,193 - SIMPLE PNEUMONIA AND PLEURISY WITH MCC,14,22661.214286,10655.071429,9341.7142857
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,194 - SIMPLE PNEUMONIA AND PLEURISY WITH CC,14,13875.428571,7985.5714286,5537.1428571
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,252 - OTHER VASCULAR PROCEDURES WITH MCC,12,58001.25,31554.0,23413.833333
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,253 - OTHER VASCULAR PROCEDURES WITH CC,11,60351.181818,27718.363636,23659.272727
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,269 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,20,62600.35,35305.3,31345.15
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",11,40984.363636,14523.909091,12777.272727
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,291 - HEART FAILURE AND SHOCK WITH MCC,113,27721.20354,12551.628319,10103.823009
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,300 - PERIPHERAL VASCULAR DISORDERS WITH CC,11,35011.454545,10909.909091,7075.8181818
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,304 - HYPERTENSION WITH MCC,14,20448.857143,9058.0714286,8326.8571429
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,309 - CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,11,17833.727273,6186.0909091,4145.2727273
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,330 - MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,11,40149.545455,22635.090909,16132.636364
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,378 - GASTROINTESTINAL HEMORRHAGE WITH CC,14,18687.071429,7689.5714286,6073.7142857
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,"392 - ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",29,15457.724138,7166.3103448,4648.9310345
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,603 - CELLULITIS WITHOUT MCC,20,21057.1,8106.6,5046.25
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,621 - O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,13,22152.153846,13126.307692,10053.538462
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,637 - DIABETES WITH MCC,18,49745.888889,10943.888889,9732.2777778
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,638 - DIABETES WITH CC,22,21314.454545,7482.0454545,6117.4545455
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,"640 - MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",12,13408.166667,9248.9166667,8040.5833333
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,"641 - MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",16,14529.5625,6489.1875,4941.875
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,682 - RENAL FAILURE WITH MCC,16,23219.125,13810.75,9120.9375
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,683 - RENAL FAILURE WITH CC,22,15992.863636,8204.4090909,5428.3181818
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,690 - KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,11,18193.181818,7714.8181818,4438.6363636
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,853 - INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,14,72181.785714,52086.071429,30434.928571
330078,Sisters Of Charity Hospital,Buffalo,NY,14214,871 - SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,67,50912.597015,20706.641791,17402.044776
330079,Adirondack Medical Center - Saranac Lake,Saranac Lake,NY,12983,65 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,11,26279.727273,8556.5454545,7000.5454545
330079,Adirondack Medical Center - Saranac Lake,Saranac Lake,NY,12983,177 - RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,20,39087.95,20736.95,19417.95
330079,Adirondack Medical Center - Saranac Lake,Saranac Lake,NY,12983,189 - PULMONARY EDEMA AND RESPIRATORY FAILURE,14,44954.571429,12345.0,10512.928571
330079,Adirondack Medical Center - Saranac Lake,Saranac Lake,NY,12983,193 - SIMPLE PNEUMONIA AND PLEURISY WITH MCC,12,33878.166667,11031.666667,9735.0
330079,Adirondack Medical Center - Saranac Lake,Saranac Lake,NY,12983,194 - SIMPLE PNEUMONIA AND PLEURISY WITH CC,16,19369.1875,7295.0,6030.75
330079,Adirondack Medical Center - Saranac Lake,Saranac Lake,NY,12983,253 - OTHER VASCULAR PROCEDURES WITH CC,11,66897.090909,22357.181818,19043.272727
330079,Adirondack Medical Center - Saranac Lake,Saranac Lake,NY,12983,291 - HEART FAILURE AND SHOCK WITH MCC,15,29529.266667,10990.533333,9849.5333333
330079,Adirondack Medical Center - Saranac Lake,Saranac Lake,NY,12983,378 - GASTROINTESTINAL HEMORRHAGE WITH CC,13,23194.076923,8300.9230769,6984.3076923
330079,Adirondack Medical Center - Saranac Lake,Saranac Lake,NY,12983,470 - MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,181,43900.20442,16164.099448,13944.287293
330079,Adirondack Medical Center - Saranac Lake,Saranac Lake,NY,12983,483 - MAJOR JOINT OR LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITIES,19,63871.631579,20086.684211,18530.684211
330079,Adirondack Medical Center - Saranac Lake,Saranac Lake,NY,12983,871 - SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,26,33650.769231,16023.346154,14901.230769
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,64 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,15,131751.2,37392.733333,35048.4
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,100 - SEIZURES WITH MCC,13,58475.923077,38451.692308,36567.307692
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,101 - SEIZURES WITHOUT MCC,13,19045.923077,25075.384615,23818.769231
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,177 - RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,28,55832.75,42020.821429,40127.25
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,39,36936.615385,27792.205128,26593.846154
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,193 - SIMPLE PNEUMONIA AND PLEURISY WITH MCC,14,36637.285714,30695.214286,28956.857143
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,202 - BRONCHITIS AND ASTHMA WITH CC/MCC,13,36138.0,23673.615385,21014.846154
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",35,44292.171429,32961.142857,31344.428571
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,291 - HEART FAILURE AND SHOCK WITH MCC,38,45139.184211,32602.789474,31022.578947
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,312 - SYNCOPE AND COLLAPSE,28,17096.821429,24460.607143,23016.142857
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,377 - GASTROINTESTINAL HEMORRHAGE WITH MCC,11,76063.0,40955.272727,38900.0
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,"392 - ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",11,25253.0,23719.636364,22182.090909
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,637 - DIABETES WITH MCC,16,64678.5,35096.125,33609.4375
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,638 - DIABETES WITH CC,14,15789.571429,23393.5,21998.357143
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,"640 - MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",19,58685.842105,33810.684211,31213.578947
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,"641 - MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",15,24318.733333,23309.866667,21464.733333
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,682 - RENAL FAILURE WITH MCC,21,21963.190476,33289.857143,32072.952381
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,689 - KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,15,36052.4,28470.466667,26553.733333
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,870 - SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,25,250847.44,109834.6,105013.04
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,871 - SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,59,72264.644068,40611.355932,38572.576271
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,884 - ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,11,51384.909091,33939.636364,31285.727273
330080,Lincoln Medical & Mental Health Center,Bronx,NY,10451,917 - POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,14,40331.785714,33910.571429,32363.071429
330084,Alice Hyde Medical Center,Malone,NY,12953,177 - RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,24,24790.875,19297.166667,18259.833333
330084,Alice Hyde Medical Center,Malone,NY,12953,189 - PULMONARY EDEMA AND RESPIRATORY FAILURE,12,26510.0,10929.75,10022.083333
330084,Alice Hyde Medical Center,Malone,NY,12953,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,19,19960.0,10087.473684,8940.9473684
330084,Alice Hyde Medical Center,Malone,NY,12953,193 - SIMPLE PNEUMONIA AND PLEURISY WITH MCC,11,20792.545455,12244.454545,10688.454545
330084,Alice Hyde Medical Center,Malone,NY,12953,194 - SIMPLE PNEUMONIA AND PLEURISY WITH CC,14,20643.285714,7407.5,5962.6428571
330084,Alice Hyde Medical Center,Malone,NY,12953,291 - HEART FAILURE AND SHOCK WITH MCC,30,18411.366667,11345.433333,10308.1
330084,Alice Hyde Medical Center,Malone,NY,12953,690 - KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,14,30336.571429,10977.0,8531.8571429
330084,Alice Hyde Medical Center,Malone,NY,12953,871 - SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,12,33863.916667,18265.0,17227.666667
330085,Aurelia Osborn Fox Memorial Hospital,Oneonta,NY,13820,177 - RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,30,28715.666667,19721.1,18426.833333
330085,Aurelia Osborn Fox Memorial Hospital,Oneonta,NY,13820,189 - PULMONARY EDEMA AND RESPIRATORY FAILURE,22,18807.318182,10623.409091,8165.1818182
330085,Aurelia Osborn Fox Memorial Hospital,Oneonta,NY,13820,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,16,22343.0625,9694.6875,7008.75
330085,Aurelia Osborn Fox Memorial Hospital,Oneonta,NY,13820,193 - SIMPLE PNEUMONIA AND PLEURISY WITH MCC,13,19695.615385,10369.230769,9058.1538462
330085,Aurelia Osborn Fox Memorial Hospital,Oneonta,NY,13820,291 - HEART FAILURE AND SHOCK WITH MCC,38,19630.078947,9912.9736842,8735.7368421
330085,Aurelia Osborn Fox Memorial Hospital,Oneonta,NY,13820,378 - GASTROINTESTINAL HEMORRHAGE WITH CC,12,12270.583333,7813.4166667,6646.4166667
330085,Aurelia Osborn Fox Memorial Hospital,Oneonta,NY,13820,"392 - ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",14,13057.428571,6249.5,4341.4285714
330085,Aurelia Osborn Fox Memorial Hospital,Oneonta,NY,13820,603 - CELLULITIS WITHOUT MCC,15,13613.733333,6700.1333333,5361.2
330085,Aurelia Osborn Fox Memorial Hospital,Oneonta,NY,13820,683 - RENAL FAILURE WITH CC,12,13241.5,6826.0,5918.3333333
330085,Aurelia Osborn Fox Memorial Hospital,Oneonta,NY,13820,871 - SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,63,22894.333333,15315.269841,14029.904762
330085,Aurelia Osborn Fox Memorial Hospital,Oneonta,NY,13820,872 - SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,26,14743.923077,7968.2307692,6950.8461538
330086,Montefiore Mount Vernon Hospital,Mount Vernon,NY,10550,291 - HEART FAILURE AND SHOCK WITH MCC,17,41395.823529,13144.117647,12033.882353
330086,Montefiore Mount Vernon Hospital,Mount Vernon,NY,10550,871 - SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,22,53606.772727,19679.272727,18785.454545
330090,Arnot Ogden Medical Center,Elmira,NY,14905,65 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,29,26147.344828,9559.4137931,6505.0
330090,Arnot Ogden Medical Center,Elmira,NY,14905,69 - TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,14,22646.571429,7166.7857143,5803.7857143
330090,Arnot Ogden Medical Center,Elmira,NY,14905,177 - RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,95,35880.631579,19373.368421,16336.494737
330090,Arnot Ogden Medical Center,Elmira,NY,14905,178 - RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,13,27701.846154,10756.461538,8502.3846154
330090,Arnot Ogden Medical Center,Elmira,NY,14905,189 - PULMONARY EDEMA AND RESPIRATORY FAILURE,37,28417.891892,11484.702703,9605.2702703
330090,Arnot Ogden Medical Center,Elmira,NY,14905,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,38,26630.684211,10482.026316,7999.2894737
330090,Arnot Ogden Medical Center,Elmira,NY,14905,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,19,19893.0,7895.8421053,6300.4736842
330090,Arnot Ogden Medical Center,Elmira,NY,14905,193 - SIMPLE PNEUMONIA AND PLEURISY WITH MCC,40,33884.025,12737.55,9948.825
330090,Arnot Ogden Medical Center,Elmira,NY,14905,194 - SIMPLE PNEUMONIA AND PLEURISY WITH CC,22,17890.681818,7873.3636364,6221.5909091
330090,Arnot Ogden Medical Center,Elmira,NY,14905,247 - PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,15,71693.533333,17717.133333,13045.266667
330090,Arnot Ogden Medical Center,Elmira,NY,14905,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",33,34634.454545,14563.0,12607.333333
330090,Arnot Ogden Medical Center,Elmira,NY,14905,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",29,22608.62069,8750.4137931,6937.2413793
330090,Arnot Ogden Medical Center,Elmira,NY,14905,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",12,24351.583333,7342.0,4346.6666667
330090,Arnot Ogden Medical Center,Elmira,NY,14905,"287 - CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",15,26395.333333,9960.7333333,8090.0666667
330090,Arnot Ogden Medical Center,Elmira,NY,14905,291 - HEART FAILURE AND SHOCK WITH MCC,115,27999.547826,11721.434783,9857.4086957
330090,Arnot Ogden Medical Center,Elmira,NY,14905,305 - HYPERTENSION WITHOUT MCC,12,18103.916667,6759.0833333,5195.0833333
330090,Arnot Ogden Medical Center,Elmira,NY,14905,308 - CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,22,27960.909091,12266.272727,10216.409091
330090,Arnot Ogden Medical Center,Elmira,NY,14905,309 - CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,20,19036.35,7119.8,5432.5
330090,Arnot Ogden Medical Center,Elmira,NY,14905,310 - CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,11,15374.727273,5285.7272727,3692.8181818
330090,Arnot Ogden Medical Center,Elmira,NY,14905,312 - SYNCOPE AND COLLAPSE,20,24086.5,8199.15,6425.75
330090,Arnot Ogden Medical Center,Elmira,NY,14905,313 - CHEST PAIN,21,18573.761905,6728.9047619,4933.3333333
330090,Arnot Ogden Medical Center,Elmira,NY,14905,377 - GASTROINTESTINAL HEMORRHAGE WITH MCC,11,21723.181818,15194.636364,13400.272727
330090,Arnot Ogden Medical Center,Elmira,NY,14905,378 - GASTROINTESTINAL HEMORRHAGE WITH CC,26,24460.5,9023.9615385,7232.8076923
330090,Arnot Ogden Medical Center,Elmira,NY,14905,389 - GASTROINTESTINAL OBSTRUCTION WITH CC,11,19347.181818,7578.3636364,5903.4545455
330090,Arnot Ogden Medical Center,Elmira,NY,14905,390 - GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,13,18819.307692,8054.9230769,3656.0769231
330090,Arnot Ogden Medical Center,Elmira,NY,14905,"392 - ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",28,22472.285714,7635.5714286,5244.8214286
